system,phase,filename,formation_energy_eV_per_atom,distance_to_hull_eV_per_atom,source_relative_path,sha256
MoTi,Mo2Ti1,struct_5239_3_relaxed.vasp,-0.11278586687500791,0.0009256885416538269,MoTi/Mo2Ti1/xyz2poscar/struct_5239_3_relaxed.vasp,b25edb81e1438def57b60dc16f984877d68dfb6afe840822715341d9090c89a4
MoTi,Mo3Ti1,struct_11814_7_relaxed.vasp,-0.115976899375001,0.0,MoTi/Mo3Ti1/xyz2poscar/struct_11814_7_relaxed.vasp,10a9fdffa26c6b23df008a71e9ed13e349d8150e34f587685d4a364d1600dd8f
MoTi,Mo5Ti1,struct_9172_1_relaxed.vasp,-0.11444371499999424,0.0,MoTi/Mo5Ti1/xyz2poscar/struct_9172_1_relaxed.vasp,62b7a541abe605344b03b06f71176c2cde5346e9ff643c2b7e357800c8e55754
OsTi,Os1Ti1,struct_1397_0_relaxed.vasp,-0.7298280581249994,0.0,OsTi/Os1Ti1/xyz2poscar/struct_1397_0_relaxed.vasp,403d6e1d36f82c2fb8dd50d40b38ad5596043219d93f3c8a3bbbc88254e63a7c
OsTi,Os1Ti2,struct_9684_2_relaxed.vasp,-0.5185919535416753,0.0,OsTi/Os1Ti2/xyz2poscar/struct_9684_2_relaxed.vasp,7d478a99551dbc5313eb19d910baa0566683ca24c8a75d8bfd6333f37ffaac50
OsTi,Os1Ti4,struct_3028_1_relaxed.vasp,-0.3287763172500021,0.0,OsTi/Os1Ti4/xyz2poscar/struct_3028_1_relaxed.vasp,5a37aa25dd9bc6a3a0f358ee39b0867c4a91f12a4dd6bb55a08c36401ea4bd26
OsTi,Os1Ti5,struct_1653_2_relaxed.vasp,-0.2770366337499984,0.0,OsTi/Os1Ti5/xyz2poscar/struct_1653_2_relaxed.vasp,6f36073bb5b142dfda58cccef911af46f3c61dc5570c6d48805596bf837110c2
OsTi,Os2Ti3,struct_2998_9_relaxed.vasp,-0.6069205917500071,0.0,OsTi/Os2Ti3/xyz2poscar/struct_2998_9_relaxed.vasp,aacf9455afa2753c65a5e8557cbce2e2335b89bf33ce8f5af8e33b93ddfca9f2
PdTi,Pd1Ti2,struct_8987_1_relaxed.vasp,-0.4415562487500016,0.0,PdTi/Pd1Ti2/xyz2poscar/struct_8987_1_relaxed.vasp,b4eecc8bc7915922979a4a66b7d42f69d40df1a256ea8fac4d512d7cc3f65c87
PdTi,Pd1Ti3,struct_10402_0_relaxed.vasp,-0.33173839374999936,0.0,PdTi/Pd1Ti3/xyz2poscar/struct_10402_0_relaxed.vasp,9a07b83c5c8c32595fa4a1587269cb935f2ac449ab0629e03ac9f54f86fa606f
PdTi,Pd2Ti1,struct_4028_0_relaxed.vasp,-0.6217815758333285,0.0,PdTi/Pd2Ti1/xyz2poscar/struct_4028_0_relaxed.vasp,7c354889480d8c250aa53984f7b91b240a99d02a07f252fc0274e2490e2404f0
PdTi,Pd2Ti1,struct_5260_0_relaxed.vasp,-0.6212404643749979,0.0005411114583305787,PdTi/Pd2Ti1/xyz2poscar/struct_5260_0_relaxed.vasp,bb1d08c484c99a4f004202d08b777ffcb1a00f94641e276f7919b972674758f6
PdTi,Pd3Ti1,struct_10847_2_relaxed.vasp,-0.6324558977083304,0.0,PdTi/Pd3Ti1/xyz2poscar/struct_10847_2_relaxed.vasp,8f082b9854b07a8726675d453e9be4da6e7d8d897babf78ca5a98ce93d2abf42
PdTi,Pd3Ti2,struct_10078_6_relaxed.vasp,-0.5938135267499952,0.00041045171429332505,PdTi/Pd3Ti2/xyz2poscar/struct_10078_6_relaxed.vasp,a1cdf4e28ec590eb6921a9f776c677d95129da81673b449207ebd945d8214a3a
PdTi,Pd4Ti1,struct_10117_2_relaxed.vasp,-0.5469674459999958,0.0,PdTi/Pd4Ti1/xyz2poscar/struct_10117_2_relaxed.vasp,862c35fd0735beade3aad8c32b5b20718917f68cf3adbf724158af00827cb339
PdTi,Pd5Ti1,struct_10441_0_relaxed.vasp,-0.4758077547916635,0.0,PdTi/Pd5Ti1/xyz2poscar/struct_10441_0_relaxed.vasp,22a820a1779c9f1a3d599a39217056ef095c3dd97f1a5ff3bf0937bbebc2e31b
PdTi,Pd5Ti3,struct_10743_4_relaxed.vasp,-0.6076021237499969,0.0009344543750060552,PdTi/Pd5Ti3/xyz2poscar/struct_10743_4_relaxed.vasp,404e5659233be8612dd99727334519e8299626c844532fcf49a72784d53e8d38
PdTi,Pd5Ti3,struct_12742_7_relaxed.vasp,-0.608536578125003,0.0,PdTi/Pd5Ti3/xyz2poscar/struct_12742_7_relaxed.vasp,6669d2df126804143792c954057c2e71a541a945dc7cc4af85d73596154b930b
PtTi,Pt1Ti1,struct_3835_5_relaxed.vasp,-0.9206056231249979,0.0,PtTi/Pt1Ti1/xyz2poscar/struct_3835_5_relaxed.vasp,05e8e67dfb3df938e0c0829b6e14629f0bca315980897f54970149777a7c2a49
PtTi,Pt1Ti3,struct_10506_0_relaxed.vasp,-0.637581390624999,0.0,PtTi/Pt1Ti3/xyz2poscar/struct_10506_0_relaxed.vasp,2bd4d5a7d0f3c3f78df6fb58df974eb88093b873ef2c8efd174aaec9d4d1a78d
PtTi,Pt2Ti1,struct_4027_7_relaxed.vasp,-0.895754261111108,0.0,PtTi/Pt2Ti1/xyz2poscar/struct_4027_7_relaxed.vasp,512cd29f0d3b4756594df2ce398a764b392fe8b54dcc84f7583931b907c05e60
PtTi,Pt3Ti1,struct_11984_5_relaxed.vasp,-0.8478294292187547,0.0,PtTi/Pt3Ti1/xyz2poscar/struct_11984_5_relaxed.vasp,6cf5be0c16a7a57ca963f40aacddeb6995343c351e786913b63e69b3d4bb807e
PtTi,Pt3Ti2,struct_10149_8_relaxed.vasp,-0.9110986199999985,0.0,PtTi/Pt3Ti2/xyz2poscar/struct_10149_8_relaxed.vasp,5fde1dd9d22cf55c804b741cd787837ce061aaf2d77e005d0e9f38cd1b8e4ef2
PtTi,Pt3Ti5,struct_2031_0_relaxed.vasp,-0.7916013481249973,0.0,PtTi/Pt3Ti5/xyz2poscar/struct_2031_0_relaxed.vasp,6f833784069153991108e1eeb2a81088aa8e69adb08b203981d41650c14a2ada
PtTi,Pt4Ti1,struct_10382_5_relaxed.vasp,-0.7088980637499972,0.0,PtTi/Pt4Ti1/xyz2poscar/struct_10382_5_relaxed.vasp,5fc609821168f011c173d6d437215f736c07666c5674cacbbb0546ab17707be0
PtTi,Pt4Ti1,struct_10429_3_relaxed.vasp,-0.708610630249997,0.000287433500000156,PtTi/Pt4Ti1/xyz2poscar/struct_10429_3_relaxed.vasp,cb7380731824358be708f2d423c8cdc0060fc9eeb571b75bd68f84dd9a95a010
RhTi,Rh1Ti1,struct_3749_4_relaxed.vasp,-0.7362708356249952,0.0,RhTi/Rh1Ti1/xyz2poscar/struct_3749_4_relaxed.vasp,4a956772b44d37529092054b90c1742653ff00f0a8ef8e142395091864d41e1e
RhTi,Rh1Ti2,struct_9707_3_relaxed.vasp,-0.6074878466666706,0.0,RhTi/Rh1Ti2/xyz2poscar/struct_9707_3_relaxed.vasp,66c4a02708c838a2a66c840c0f1c731a08ad656918f140f94d06dcb86712ad24
RhTi,Rh1Ti3,struct_12547_5_relaxed.vasp,-0.45492665937499766,0.0006892256250052298,RhTi/Rh1Ti3/xyz2poscar/struct_12547_5_relaxed.vasp,7c435167b297984cdbdcd7455850b2873d5e1f1b66c3108580ad05ea03bf60f5
RhTi,Rh2Ti1,struct_4082_7_relaxed.vasp,-0.7099171652777758,0.0,RhTi/Rh2Ti1/xyz2poscar/struct_4082_7_relaxed.vasp,17e55f01fc9f95bba0d67cd02e154c7a392df628f2e54dd957417ca133dbd146
RhTi,Rh3Ti1,struct_6363_0_relaxed.vasp,-0.619313453750002,0.0,RhTi/Rh3Ti1/xyz2poscar/struct_6363_0_relaxed.vasp,96f70b84309c326e4a751b532ff007b92523fcc5781a584aa3e2638540ef0fb8
RhTi,Rh3Ti2,struct_10030_1_relaxed.vasp,-0.7660804752499999,0.0,RhTi/Rh3Ti2/xyz2poscar/struct_10030_1_relaxed.vasp,89f4b3cb99a84026e6e6b4bc52120bf3c0d817402880b31dfecbb52243ac8812
RhTi,Rh4Ti1,struct_10333_9_relaxed.vasp,-0.4955930655000017,0.0,RhTi/Rh4Ti1/xyz2poscar/struct_10333_9_relaxed.vasp,6df5d0b9074e4f473c039eec14a882de2074f9818db1ea1bba6f3697f2c7ae4e
RhTi,Rh5Ti3,struct_6590_2_relaxed.vasp,-0.7444658053124966,0.0005534286979191894,RhTi/Rh5Ti3/xyz2poscar/struct_6590_2_relaxed.vasp,1e1f53833cc7ea50a735e60d719873a6c81fe96427bedd31335a1340dc4cd3eb
RuTi,Ru1Ti1,struct_1329_5_relaxed.vasp,-0.7495014256250023,0.0,RuTi/Ru1Ti1/xyz2poscar/struct_1329_5_relaxed.vasp,118c7eb5398fa290ca0e5836ddb28d13036616e29fb472dc7faa00c4e6358dbd
RuTi,Ru1Ti2,struct_9327_7_relaxed.vasp,-0.517054121458339,0.0,RuTi/Ru1Ti2/xyz2poscar/struct_9327_7_relaxed.vasp,f794c37cbb70b7032036472d9890f510f23b2ed7fc3028203c1d5ed418f3eeee
RuTi,Ru1Ti4,struct_2664_4_relaxed.vasp,-0.31377679400000175,0.0,RuTi/Ru1Ti4/xyz2poscar/struct_2664_4_relaxed.vasp,9f52f2ea491bc01e070b1a64c00de2389cde460560a6b02d79dd6e8775e615d1
RuTi,Ru1Ti5,struct_674_4_relaxed.vasp,-0.2626818891666692,0.0,RuTi/Ru1Ti5/xyz2poscar/struct_674_4_relaxed.vasp,fcdb84f62ca4eda2587261d19b27902db6e062053058d01536cb00f06fffa3e2
RuTi,Ru2Ti3,struct_13563_0_relaxed.vasp,-0.6142062447500123,0.0,RuTi/Ru2Ti3/xyz2poscar/struct_13563_0_relaxed.vasp,6bc0cb1a74c3662183946384fcef4b7e09e6f6e2e6f20c471c859000c71a2eee
RuTi,Ru3Ti4,struct_3469_8_relaxed.vasp,-0.6548900260714399,0.0,RuTi/Ru3Ti4/xyz2poscar/struct_3469_8_relaxed.vasp,55d5ae41ed40acc444e3bad934f52c2bfbb37f59ccd3133b1925620fedde736c
TiZn,Ti1Zn3,struct_14853_0_relaxed.vasp,-0.1965224889583362,0.0,TiZn/Ti1Zn3/xyz2poscar/struct_14853_0_relaxed.vasp,fb547d66d101b9552abd261d9cb291393f85f36cb3f1e9b0757075c6ecd5c93a
TiZn,Ti1Zn4,struct_20443_3_relaxed.vasp,-0.16651885300000327,0.0,TiZn/Ti1Zn4/xyz2poscar/struct_20443_3_relaxed.vasp,d85cad9a5030291c2cc328f8d72391e435ee0d27f44007641853a7900fb4a373
TiZn,Ti1Zn5,struct_2526_3_relaxed.vasp,-0.13897923604166973,0.0009181952083331668,TiZn/Ti1Zn5/xyz2poscar/struct_2526_3_relaxed.vasp,b4c95a7cb06c5269590b91b6c815ec64e86ae91e497de38a44115007db7e5b0d
TiZn,Ti1Zn5,struct_2882_8_relaxed.vasp,-0.1398974312500029,0.0,TiZn/Ti1Zn5/xyz2poscar/struct_2882_8_relaxed.vasp,fe3143dc7c33805a7314d198deea122a75195ca212a233f36037e6ec1c98723c
TiZn,Ti2Zn1,struct_1781_6_relaxed.vasp,-0.15884444208333667,0.0,TiZn/Ti2Zn1/xyz2poscar/struct_1781_6_relaxed.vasp,9fbfed843b5ef02c00d04e13d0d23c33bc2d51ab9aaea0cb1686a1231043ce81
TiZn,Ti4Zn3,struct_12635_1_relaxed.vasp,-0.18488383696427593,0.0,TiZn/Ti4Zn3/xyz2poscar/struct_12635_1_relaxed.vasp,fed35db03ba202ca25ef1cd6fe987ad5c024073cc06bcd7e58540fe2fc4f69eb
